"date","count","price","min_price","max_price","energy_sun","energy_general","location_in","location_out","SMP","type","date_ym","생활물가지수","식품","식품_이외","전월세","전월세포함_생활물가지수","생활물가지수_up","식품_up","식품_이외_up","전월세_up","전월세포함_생활물가지수_up","Dubai","Brent","WTI","구름많음","구름조금","눈","맑음","비","흐림","min_Temperature_sum","max_Temperature_sum","Precipitation_sum","snow_sum","date_end","before_count","agenda1"
20170822,322,115516,114100,117800,1,1,0,1,120.5883871,"energy_total_location_out",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,357.77,371.38,341.09,0,1,0,0,2,2,116.1,145.8,129.5,0,0,31877,0
20170822,35678,127497,125400,129000,1,1,1,0,75.7583871,"energy_total_location_in",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,357.77,371.38,341.09,0,1,0,0,2,2,116.1,145.8,129.5,0,0,322,0
20170824,226,115446,115000,115800,1,1,0,1,120.5883871,"energy_total_location_out",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,359.57,370.17,337.38,0,0,0,0,2,0,48.5,58.3,45.5,0,0,35678,0
20170824,16372,126890,125900,127400,1,1,1,0,75.7583871,"energy_total_location_in",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,359.57,370.17,337.38,0,0,0,0,2,0,48.5,58.3,45.5,0,0,226,0
20170829,93,112989,112000,113000,1,1,0,1,120.5883871,"energy_total_location_out",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,353.06,366.45,327.27,2,0,0,1,1,1,95.5,137,9,0,0,16372,0
20170829,17186,126391,125000,127100,1,1,1,0,75.7583871,"energy_total_location_in",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,353.06,366.45,327.27,2,0,0,1,1,1,95.5,137,9,0,0,93,0
20170831,117,113920,113400,115800,1,1,0,1,120.5883871,"energy_total_location_out",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,347.89,369.92,333.55,1,0,0,1,0,0,32.7,51.5,0,0,0,17186,0
20170831,30426,127021,120000,128000,1,1,1,0,75.7583871,"energy_total_location_in",201708,104.23,109.72,101.46,104.96,104.4,0.00844286673702398,0.0202333211811885,0.00206978119455937,0.00114329268292674,0.00680076628352498,347.89,369.92,333.55,1,0,0,1,0,0,32.7,51.5,0,0,0,117,0
20170905,562,114003,108300,115900,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,363.11,379.9,346.31,1,2,0,1,0,1,94.8,142.3,0,0,0,30426,0
20170905,59186,127579,123800,128000,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,363.11,379.9,346.31,1,2,0,1,0,1,94.8,142.3,0,0,0,562,0
20170907,681,116788,116300,116800,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,377.86,388.56,350.05,1,0,0,0,1,0,36.3,51.5,2,0,0,59186,0
20170907,35189,127179,124600,128000,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,377.86,388.56,350.05,1,0,0,0,1,0,36.3,51.5,2,0,0,681,0
20170912,147,113593,112900,114400,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,370.64,385.56,342.64,0,2,0,1,2,0,95.8,136.7,24.5,0,0,35189,0
20170912,12243,126140,125100,127000,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,370.64,385.56,342.64,0,2,0,1,2,0,95.8,136.7,24.5,0,0,147,0
20170914,3011,114565,114100,116300,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,379.91,393.38,353.81,0,0,0,2,0,0,30.7,57,0,0,0,12243,0
20170914,46349,127421,125200,127900,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,379.91,393.38,353.81,0,0,0,2,0,0,30.7,57,0,0,0,3011,0
20170919,151,114670,108800,116700,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,383.59,391.18,351.03,0,3,0,1,1,0,90,138.1,8,0,0,46349,0
20170919,43603,127675,126000,128000,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,383.59,391.18,351.03,0,3,0,1,1,0,90,138.1,8,0,0,151,0
20170921,448,115857,115800,116700,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,388.12,400.76,359,0,0,0,2,0,0,28.3,51.9,0,0,0,43603,0
20170921,55558,127652,125100,128000,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,388.12,400.76,359,0,0,0,2,0,0,28.3,51.9,0,0,0,448,0
20170926,670,112322,108800,116800,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,399.34,415.62,368.97,2,2,0,1,0,0,88.6,143.5,0,0,0,55558,0
20170926,32933,127598,125100,128000,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,399.34,415.62,368.97,2,2,0,1,0,0,88.6,143.5,0,0,0,670,0
20170928,2615,117332,108300,118000,1,1,0,1,111.7263333,"energy_total_location_out",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,398.11,411.44,369.51,0,0,0,1,1,0,34.1,52.6,0.5,0,0,32933,0
20170928,61659,127372,125000,128000,1,1,1,0,72.55833333,"energy_total_location_in",201709,104.33,109.71,101.61,105.02,104.49,0.000958497076583862,-9.11493938565775e-05,0.00147623265426637,0.000571319748619332,0.000861326442721688,398.11,411.44,369.51,0,0,0,1,1,0,34.1,52.6,0.5,0,0,2615,0
20171010,294,112600,112600,112600,1,1,0,1,115.9451613,"energy_total_location_out",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,389.72,407.95,366.94,4,3,0,0,4,1,185.8,304.5,6.4,0,0,61659,0
20171010,7928,126215,120000,127000,1,1,1,0,71.28548387,"energy_total_location_in",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,389.72,407.95,366.94,4,3,0,0,4,1,185.8,304.5,6.4,0,0,294,0
20171012,1436,113989,107800,116800,1,1,0,1,115.9451613,"energy_total_location_out",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,392.5,401.64,361.3,1,0,0,0,1,0,21,21.7,20,0,0,7928,0
20171012,105024,127471,124500,128000,1,1,1,0,71.28548387,"energy_total_location_in",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,392.5,401.64,361.3,1,0,0,0,1,0,21,21.7,20,0,0,1436,0
20171017,782,114993,113300,116800,1,1,0,1,115.9451613,"energy_total_location_out",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,399.41,410.4,367.86,0,3,0,1,0,1,46.9,108.3,0,0,0,105024,0
20171017,42197,127453,123000,128000,1,1,1,0,71.28548387,"energy_total_location_in",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,399.41,410.4,367.86,0,3,0,1,0,1,46.9,108.3,0,0,0,782,0
20171019,887,114975,114600,116800,1,1,0,1,115.9451613,"energy_total_location_out",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,394.68,406.91,364.67,0,1,0,0,1,0,26.1,42.3,0.1,0,0,42197,0
20171019,51022,127672,125500,128000,1,1,1,0,71.28548387,"energy_total_location_in",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,394.68,406.91,364.67,0,1,0,0,1,0,26.1,42.3,0.1,0,0,887,0
20171024,481,113939,108800,116800,1,1,0,1,115.9451613,"energy_total_location_out",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,393.57,415.28,373.56,0,1,0,4,0,0,51.6,114.4,0,0,0,51022,0
20171024,56370,127927,127000,128000,1,1,1,0,71.28548387,"energy_total_location_in",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,393.57,415.28,373.56,0,1,0,4,0,0,51.6,114.4,0,0,0,481,0
20171026,212,111962,108800,116800,1,1,0,1,115.9451613,"energy_total_location_out",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,398.91,420.84,373.58,0,1,0,0,0,1,20.2,38.7,0,0,0,56370,0
20171026,128730,128159,125000,128600,1,1,1,0,71.28548387,"energy_total_location_in",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,398.91,420.84,373.58,0,1,0,0,0,1,20.2,38.7,0,0,0,212,0
20171031,935,116429,115500,117500,1,1,0,1,115.9451613,"energy_total_location_out",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,412.68,434.26,384.8,0,0,0,5,0,0,34.9,95.4,0,0,0,128730,0
20171031,102211,128238,126000,129000,1,1,1,0,71.28548387,"energy_total_location_in",201710,103.46,106.62,101.86,105.12,103.84,-0.00840904697467625,-0.0289814293753516,0.00245434910661693,0.000951293759513019,-0.00625963020030808,412.68,434.26,384.8,0,0,0,5,0,0,34.9,95.4,0,0,0,935,0
20171102,389,114594,108800,115800,1,1,0,1,116.32,"energy_total_location_out",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,411.5,425.83,383.12,0,0,0,0,1,1,25.5,36.1,1,0,0,102211,1
20171102,18866,127810,126500,128000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,411.5,425.83,383.12,0,0,0,0,1,1,25.5,36.1,1,0,0,389,1
20171107,4599,118208,114700,119500,1,1,0,1,116.32,"energy_total_location_out",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,438.22,447.35,401.77,0,2,0,1,1,1,30.4,80.6,1.5,0,0,18866,1
20171107,39295,128084,126000,128600,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,438.22,447.35,401.77,0,2,0,1,1,1,30.4,80.6,1.5,0,0,4599,1
20171109,501,113595,107800,116800,1,1,0,1,116.32,"energy_total_location_out",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,431.81,448.07,400.69,0,1,0,1,0,0,10.6,34,0,0,0,39295,1
20171109,13004,127612,126000,128000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,431.81,448.07,400.69,0,1,0,1,0,0,10.6,34,0,0,0,501,1
20171114,6687,125584,125000,127000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,431.75,438.52,392.63,0,0,0,3,2,0,14.3,61.2,12,0,0,13004,1
20171116,46328,126411,125100,127000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,422.6,430.1,386.5,0,1,0,1,0,0,-4.5,12.9,0,0,0,6687,1
20171121,1630,108169,106000,112800,1,1,0,1,116.32,"energy_total_location_out",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,418.03,432.48,392.8,0,2,0,2,0,1,-21.1,24.2,0,0,0,46328,1
20171121,27844,125645,124000,126000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,418.03,432.48,392.8,0,2,0,2,0,1,-21.1,24.2,0,0,0,1630,1
20171123,6508,122983,115000,124000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,419.6,436.22,0,0,0,1,0,1,0,-1.9,15.5,1.7,1.5,0,27844,1
20171128,304,95971,79800,99800,1,1,0,1,116.32,"energy_total_location_out",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,419,435.15,396.7,0,2,0,1,2,0,-7.7,38.5,24.5,0,0,6508,1
20171128,5517,102215,99000,114000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,419,435.15,396.7,0,2,0,1,2,0,-7.7,38.5,24.5,0,0,304,1
20171130,9946,100692,96000,101000,1,1,1,0,80.933,"energy_total_location_in",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,414.07,432.79,390.79,0,1,0,1,0,0,-7,10.8,0,0,0,5517,1
20171130,3105,87200,86700,89000,1,1,0,1,116.32,"energy_total_location_out",201711,102.72,105.37,101.38,105.28,103.3,-0.00720404984423671,-0.011862959096517,-0.00473466166896828,0.00151975683890574,-0.00522749273959348,414.07,432.79,390.79,0,1,0,1,0,0,-7,10.8,0,0,0,9946,1
