"date","count","price","min_price","max_price","energy_sun","energy_general","location_in","location_out","SMP","type"
20171019,51022,127672,125500,128000,1,1,1,0,71.28548387,"energy_total_location_in"
20171024,481,113939,108800,116800,1,1,0,1,115.9451613,"energy_total_location_out"
20171024,56370,127927,127000,128000,1,1,1,0,71.28548387,"energy_total_location_in"
20171026,212,111962,108800,116800,1,1,0,1,115.9451613,"energy_total_location_out"
20171026,128730,128159,125000,128600,1,1,1,0,71.28548387,"energy_total_location_in"
20171031,935,116429,115500,117500,1,1,0,1,115.9451613,"energy_total_location_out"
20171031,102211,128238,126000,129000,1,1,1,0,71.28548387,"energy_total_location_in"
20171102,389,114594,108800,115800,1,1,0,1,116.32,"energy_total_location_out"
20171102,18866,127810,126500,128000,1,1,1,0,80.933,"energy_total_location_in"
20171107,4599,118208,114700,119500,1,1,0,1,116.32,"energy_total_location_out"
20171107,39295,128084,126000,128600,1,1,1,0,80.933,"energy_total_location_in"
20171109,501,113595,107800,116800,1,1,0,1,116.32,"energy_total_location_out"
20171109,13004,127612,126000,128000,1,1,1,0,80.933,"energy_total_location_in"
20171114,6687,125584,125000,127000,1,1,1,0,80.933,"energy_total_location_in"
20171116,46328,126411,125100,127000,1,1,1,0,80.933,"energy_total_location_in"
20171121,1630,108169,106000,112800,1,1,0,1,116.32,"energy_total_location_out"
20171121,27844,125645,124000,126000,1,1,1,0,80.933,"energy_total_location_in"
20171123,6508,122983,115000,124000,1,1,1,0,80.933,"energy_total_location_in"
20171128,304,95971,79800,99800,1,1,0,1,116.32,"energy_total_location_out"
20171128,5517,102215,99000,114000,1,1,1,0,80.933,"energy_total_location_in"
20171130,9946,100692,96000,101000,1,1,1,0,80.933,"energy_total_location_in"
20171130,3105,87200,86700,89000,1,1,0,1,116.32,"energy_total_location_out"
20171205,25356,100190,95100,102000,1,1,1,0,90.2528,"energy_total_location_in"
20171205,1181,87887,86700,89000,1,1,0,1,126.02,"energy_total_location_out"
20171207,9112,101807,1e+05,105000,1,1,1,0,90.2528,"energy_total_location_in"
20171207,9739,90255,86800,93700,1,1,0,1,126.02,"energy_total_location_out"
20171212,15439,101143,1e+05,104000,1,1,1,0,90.2528,"energy_total_location_in"
20171212,3686,87695,86700,91300,1,1,0,1,126.02,"energy_total_location_out"
